0, 2, 1
1, 2, 1
2, 2, 1
3, 0, 1
4, 0, 1
5, 0, 1
6, 0, 1
7, 0, 1
8, 0, 1
9, 9, 1
10, 9, 1
11, 2, 1
12, 0, 1
13, 2, 1
14, 0, 1
15, 0, 1
16, 2, 1
17, 7, 1
18, 2, 1
19, 2, 1
20, 2, 1
21, 1, 1
22, 0, 1
23, 0, 1
24, 0, 1
25, 0, 1
26, 0, 1
27, 0, 1
28, 0, 1
29, 0, 1
30, 0, 1
31, 7, 1
32, 0, 1
33, 7, 1
34, 0, 1
35, 0, 1
36, 2, 1
37, 0, 1
38, 0, 1
39, 0, 1
40, 0, 1
41, 0, 1
42, 0, 1
43, 3, 1
44, 2, 1
45, 0, 1
46, 2, 1
47, 0, 1
48, 0, 1
49, 0, 1
50, 0, 1
51, 2, 1
52, 0, 1
53, 25, 1
54, 2, 1
55, 25, 1
56, 2, 1
57, 0, 1
58, 2, 1
59, 2, 1
60, 5, 1
61, 0, 1
62, 0, 1
63, 2, 1
64, 2, 1
65, 0, 1
66, 5, 1
67, 0, 1
68, 0, 1
69, 0, 1
70, 7, 1
71, 0, 1
72, 0, 1
73, 7, 1
74, 0, 1
75, 5, 1
76, 2, 1
77, 0, 1
78, 0, 1
79, 0, 1
80, 0, 1
81, 0, 1
82, 2, 1
83, 9, 1
84, 25, 1
85, 0, 1
86, 7, 1
87, 0, 1
88, 0, 1
89, 0, 1
90, 0, 1
91, 0, 1
92, 2, 1
93, 9, 1
94, 2, 1
95, 0, 1
96, 0, 1
97, 0, 1
98, 0, 1
99, 24, 1
100, 0, 1
101, 0, 1
102, 0, 1
103, 0, 1
104, 24, 1
105, 2, 1
106, 0, 1
107, 2, 1
108, 0, 1
109, 24, 1
110, 5, 1
111, 2, 1
112, 0, 1
113, 7, 1
114, 2, 1
115, 24, 1
116, 0, 1
117, 24, 1
118, 2, 1
119, 2, 1
120, 0, 1
121, 24, 1
122, 0, 1
123, 2, 1
124, 2, 1
125, 26, 1
126, 2, 1
127, 7, 1
128, 0, 1
129, 0, 1
130, 24, 1
131, 2, 1
132, 0, 1
133, 0, 1
134, 0, 1
135, 0, 1
136, 5, 1
137, 0, 1
138, 2, 1
139, 9, 1
140, 2, 1
141, 0, 1
142, 0, 1
143, 2, 1
144, 5, 1
145, 2, 1
146, 7, 1
147, 2, 1
148, 2, 1
149, 0, 1
150, 5, 1
151, 2, 1
152, 13, 1
153, 2, 1
154, 0, 1
155, 2, 1
156, 0, 1
157, 0, 1
158, 0, 1
159, 7, 1
160, 2, 1
161, 2, 1
162, 0, 1
163, 9, 1
164, 2, 1
165, 2, 1
166, 2, 1
167, 2, 1
168, 2, 1
169, 0, 1
170, 0, 1
171, 5, 1
172, 5, 1
173, 0, 1
174, 2, 1
175, 7, 1
176, 2, 1
177, 2, 1
178, 0, 1
179, 0, 1
180, 2, 1
181, 0, 1
182, 7, 1
183, 2, 1
184, 0, 1
185, 7, 1
186, 0, 1
187, 2, 1
188, 2, 1
189, 5, 1
190, 2, 1
191, 5, 1
192, 2, 1
193, 0, 1
194, 0, 1
195, 0, 1
196, 0, 1
197, 0, 1
198, 2, 1
199, 0, 1
200, 2, 1
201, 0, 1
202, 5, 1
203, 0, 1
204, 2, 1
205, 0, 1
206, 5, 1
207, 0, 1
208, 2, 1
209, 2, 1
210, 5, 1
211, 5, 1
212, 0, 1
213, 0, 1
214, 5, 1
215, 0, 1
216, 0, 1
217, 2, 1
218, 0, 1
219, 5, 1
220, 0, 1
221, 0, 1
222, 0, 1
223, 0, 1
224, 0, 1
225, 0, 1
226, 2, 1
227, 0, 1
228, 0, 1
229, 2, 1
230, 0, 1
231, 0, 1
232, 0, 1
