0, 0, 393, 25
1, 0, 566, 25
2, 0, 393, 179
3, 0, 566, 179
4, 0, 950, 69
5, 0, 1127, 69
6, 0, 950, 202
7, 0, 1127, 202
8, 0, 320, 133
9, 0, 443, 133
10, 0, 320, 230
11, 0, 443, 230
12, 0, 293, 451
13, 0, 663, 451
14, 0, 293, 691
15, 0, 663, 691
16, 1, 1439, 33
17, 1, 1468, 33
18, 1, 1439, 92
19, 1, 1468, 92
20, 1, 1304, 131
21, 1, 1342, 131
22, 1, 1304, 196
23, 1, 1342, 196
24, 1, 244, 187
25, 1, 310, 187
26, 1, 244, 233
27, 1, 310, 233
28, 1, 1735, 6
29, 1, 1852, 6
30, 1, 1735, 95
31, 1, 1852, 95
32, 1, 402, 27
33, 1, 595, 27
34, 1, 402, 182
35, 1, 595, 182
36, 1, 942, 93
37, 1, 1144, 93
38, 1, 942, 218
39, 1, 1144, 218
40, 1, 330, 149
41, 1, 445, 149
42, 1, 330, 226
43, 1, 445, 226
44, 1, 1831, 161
45, 1, 1919, 161
46, 1, 1831, 277
47, 1, 1919, 277
48, 1, 1830, 620
49, 1, 1911, 620
50, 1, 1830, 833
51, 1, 1911, 833
52, 1, 1815, 881
53, 1, 1911, 881
54, 1, 1815, 1049
55, 1, 1911, 1049
56, 1, 353, 468
57, 1, 648, 468
58, 1, 353, 699
59, 1, 648, 699
60, 2, 1439, 32
61, 2, 1469, 32
62, 2, 1439, 92
63, 2, 1469, 92
64, 2, 1305, 129
65, 2, 1343, 129
66, 2, 1305, 194
67, 2, 1343, 194
68, 2, 245, 187
69, 2, 313, 187
70, 2, 245, 233
71, 2, 313, 233
72, 2, 1301, 154
73, 2, 1331, 154
74, 2, 1301, 203
75, 2, 1331, 203
76, 2, 1734, 6
77, 2, 1851, 6
78, 2, 1734, 94
79, 2, 1851, 94
80, 2, 402, 28
81, 2, 595, 28
82, 2, 402, 182
83, 2, 595, 182
84, 2, 944, 93
85, 2, 1149, 93
86, 2, 944, 219
87, 2, 1149, 219
88, 2, 330, 149
89, 2, 445, 149
90, 2, 330, 225
91, 2, 445, 225
92, 2, 1830, 161
93, 2, 1918, 161
94, 2, 1830, 277
95, 2, 1918, 277
96, 2, 1830, 620
97, 2, 1911, 620
98, 2, 1830, 831
99, 2, 1911, 831
100, 2, 1814, 877
101, 2, 1912, 877
102, 2, 1814, 1056
103, 2, 1912, 1056
104, 2, 362, 469
105, 2, 684, 469
106, 2, 362, 685
107, 2, 684, 685
108, 3, 1440, 31
109, 3, 1470, 31
110, 3, 1440, 91
111, 3, 1470, 91
112, 3, 1306, 127
113, 3, 1343, 127
114, 3, 1306, 191
115, 3, 1343, 191
116, 3, 245, 187
117, 3, 315, 187
118, 3, 245, 234
119, 3, 315, 234
120, 3, 1734, 6
121, 3, 1851, 6
122, 3, 1734, 94
123, 3, 1851, 94
124, 3, 401, 27
125, 3, 596, 27
126, 3, 401, 182
127, 3, 596, 182
128, 3, 948, 96
129, 3, 1156, 96
130, 3, 948, 220
131, 3, 1156, 220
132, 3, 330, 150
133, 3, 446, 150
134, 3, 330, 225
135, 3, 446, 225
136, 3, 1830, 161
137, 3, 1918, 161
138, 3, 1830, 277
139, 3, 1918, 277
140, 3, 1829, 621
141, 3, 1912, 621
142, 3, 1829, 829
143, 3, 1912, 829
144, 3, 1813, 873
145, 3, 1912, 873
146, 3, 1813, 1058
147, 3, 1912, 1058
148, 3, 373, 460
149, 3, 692, 460
150, 3, 373, 676
151, 3, 692, 676
152, 4, 1440, 32
153, 4, 1471, 32
154, 4, 1440, 90
155, 4, 1471, 90
156, 4, 245, 187
157, 4, 317, 187
158, 4, 245, 235
159, 4, 317, 235
160, 4, 1734, 6
161, 4, 1851, 6
162, 4, 1734, 94
163, 4, 1851, 94
164, 4, 401, 28
165, 4, 596, 28
166, 4, 401, 182
167, 4, 596, 182
168, 4, 955, 98
169, 4, 1164, 98
170, 4, 955, 222
171, 4, 1164, 222
172, 4, 329, 150
173, 4, 447, 150
174, 4, 329, 225
175, 4, 447, 225
176, 4, 1830, 162
177, 4, 1918, 162
178, 4, 1830, 277
179, 4, 1918, 277
180, 4, 203, 585
181, 4, 483, 585
182, 4, 203, 896
183, 4, 483, 896
184, 4, 404, 444
185, 4, 702, 444
186, 4, 404, 672
187, 4, 702, 672
188, 4, 1307, 125
189, 4, 1344, 125
190, 4, 1307, 189
191, 4, 1344, 189
192, 4, 1829, 620
193, 4, 1912, 620
194, 4, 1829, 828
195, 4, 1912, 828
196, 4, 1812, 872
197, 4, 1911, 872
198, 4, 1812, 1057
199, 4, 1911, 1057
200, 5, 1440, 32
201, 5, 1472, 32
202, 5, 1440, 91
203, 5, 1472, 91
204, 5, 245, 186
205, 5, 318, 186
206, 5, 245, 235
207, 5, 318, 235
208, 5, 1733, 6
209, 5, 1851, 6
210, 5, 1733, 94
211, 5, 1851, 94
212, 5, 401, 28
213, 5, 596, 28
214, 5, 401, 182
215, 5, 596, 182
216, 5, 962, 101
217, 5, 1172, 101
218, 5, 962, 224
219, 5, 1172, 224
220, 5, 330, 150
221, 5, 447, 150
222, 5, 330, 225
223, 5, 447, 225
224, 5, 1830, 162
225, 5, 1919, 162
226, 5, 1830, 277
227, 5, 1919, 277
228, 5, 204, 585
229, 5, 480, 585
230, 5, 204, 893
231, 5, 480, 893
232, 5, 420, 439
233, 5, 716, 439
234, 5, 420, 662
235, 5, 716, 662
236, 5, 1308, 123
237, 5, 1345, 123
238, 5, 1308, 187
239, 5, 1345, 187
240, 5, 1829, 619
241, 5, 1912, 619
242, 5, 1829, 827
243, 5, 1912, 827
244, 5, 1811, 871
245, 5, 1910, 871
246, 5, 1811, 1056
247, 5, 1910, 1056
248, 6, 1441, 33
249, 6, 1472, 33
250, 6, 1441, 90
251, 6, 1472, 90
252, 6, 245, 186
253, 6, 319, 186
254, 6, 245, 235
255, 6, 319, 235
256, 6, 1733, 6
257, 6, 1851, 6
258, 6, 1733, 94
259, 6, 1851, 94
260, 6, 401, 28
261, 6, 595, 28
262, 6, 401, 182
263, 6, 595, 182
264, 6, 969, 102
265, 6, 1180, 102
266, 6, 969, 226
267, 6, 1180, 226
268, 6, 330, 151
269, 6, 447, 151
270, 6, 330, 225
271, 6, 447, 225
272, 6, 1830, 162
273, 6, 1919, 162
274, 6, 1830, 277
275, 6, 1919, 277
276, 6, 425, 439
277, 6, 737, 439
278, 6, 425, 654
279, 6, 737, 654
280, 6, 206, 587
281, 6, 478, 587
282, 6, 206, 891
283, 6, 478, 891
284, 6, 1603, 594
285, 6, 1919, 594
286, 6, 1603, 1007
287, 6, 1919, 1007
288, 6, 1309, 121
289, 6, 1346, 121
290, 6, 1309, 185
291, 6, 1346, 185
292, 6, 1829, 618
293, 6, 1912, 618
294, 6, 1829, 826
295, 6, 1912, 826
296, 6, 1810, 870
297, 6, 1909, 870
298, 6, 1810, 1055
299, 6, 1909, 1055
300, 7, 246, 186
301, 7, 319, 186
302, 7, 246, 235
303, 7, 319, 235
304, 7, 1734, 6
305, 7, 1852, 6
306, 7, 1734, 94
307, 7, 1852, 94
308, 7, 401, 28
309, 7, 595, 28
310, 7, 401, 182
311, 7, 595, 182
312, 7, 974, 103
313, 7, 1190, 103
314, 7, 974, 228
315, 7, 1190, 228
316, 7, 330, 150
317, 7, 446, 150
318, 7, 330, 225
319, 7, 446, 225
320, 7, 1830, 162
321, 7, 1919, 162
322, 7, 1830, 277
323, 7, 1919, 277
324, 7, 209, 589
325, 7, 476, 589
326, 7, 209, 890
327, 7, 476, 890
328, 7, 1600, 593
329, 7, 1919, 593
330, 7, 1600, 1009
331, 7, 1919, 1009
332, 7, 460, 428
333, 7, 763, 428
334, 7, 460, 661
335, 7, 763, 661
336, 7, 1310, 119
337, 7, 1347, 119
338, 7, 1310, 183
339, 7, 1347, 183
340, 7, 1829, 617
341, 7, 1912, 617
342, 7, 1829, 825
343, 7, 1912, 825
344, 7, 1809, 869
345, 7, 1908, 869
346, 7, 1809, 1054
347, 7, 1908, 1054
348, 7, 1441, 32
349, 7, 1472, 32
350, 7, 1441, 89
351, 7, 1472, 89
352, 8, 246, 186
353, 8, 319, 186
354, 8, 246, 236
355, 8, 319, 236
356, 8, 1734, 6
357, 8, 1852, 6
358, 8, 1734, 95
359, 8, 1852, 95
360, 8, 401, 27
361, 8, 595, 27
362, 8, 401, 182
363, 8, 595, 182
364, 8, 979, 104
365, 8, 1199, 104
366, 8, 979, 230
367, 8, 1199, 230
368, 8, 330, 150
369, 8, 446, 150
370, 8, 330, 225
371, 8, 446, 225
372, 8, 1830, 162
373, 8, 1919, 162
374, 8, 1830, 277
375, 8, 1919, 277
376, 8, 1598, 593
377, 8, 1919, 593
378, 8, 1598, 1011
379, 8, 1919, 1011
380, 8, 479, 432
381, 8, 759, 432
382, 8, 479, 637
383, 8, 759, 637
384, 8, 1311, 117
385, 8, 1348, 117
386, 8, 1311, 181
387, 8, 1348, 181
388, 8, 1829, 616
389, 8, 1912, 616
390, 8, 1829, 824
391, 8, 1912, 824
392, 8, 1808, 868
393, 8, 1907, 868
394, 8, 1808, 1053
395, 8, 1907, 1053
396, 8, 1441, 31
397, 8, 1472, 31
398, 8, 1441, 88
399, 8, 1472, 88
400, 8, 208, 588
401, 8, 475, 588
402, 8, 208, 889
403, 8, 475, 889
404, 9, 247, 186
405, 9, 319, 186
406, 9, 247, 236
407, 9, 319, 236
408, 9, 1734, 6
409, 9, 1851, 6
410, 9, 1734, 95
411, 9, 1851, 95
412, 9, 402, 28
413, 9, 595, 28
414, 9, 402, 182
415, 9, 595, 182
416, 9, 984, 104
417, 9, 1204, 104
418, 9, 984, 229
419, 9, 1204, 229
420, 9, 331, 151
421, 9, 445, 151
422, 9, 331, 224
423, 9, 445, 224
424, 9, 1829, 162
425, 9, 1919, 162
426, 9, 1829, 277
427, 9, 1919, 277
428, 9, 1598, 592
429, 9, 1919, 592
430, 9, 1598, 1013
431, 9, 1919, 1013
432, 9, 490, 429
433, 9, 778, 429
434, 9, 490, 633
435, 9, 778, 633
436, 9, 1312, 115
437, 9, 1349, 115
438, 9, 1312, 179
439, 9, 1349, 179
440, 9, 1829, 615
441, 9, 1912, 615
442, 9, 1829, 823
443, 9, 1912, 823
444, 9, 1807, 867
445, 9, 1906, 867
446, 9, 1807, 1052
447, 9, 1906, 1052
448, 9, 1441, 30
449, 9, 1472, 30
450, 9, 1441, 87
451, 9, 1472, 87
452, 9, 208, 588
453, 9, 475, 588
454, 9, 208, 889
455, 9, 475, 889
456, 10, 248, 185
457, 10, 321, 185
458, 10, 248, 237
459, 10, 321, 237
460, 10, 1734, 6
461, 10, 1851, 6
462, 10, 1734, 94
463, 10, 1851, 94
464, 10, 402, 28
465, 10, 594, 28
466, 10, 402, 182
467, 10, 594, 182
468, 10, 332, 151
469, 10, 445, 151
470, 10, 332, 225
471, 10, 445, 225
472, 10, 982, 116
473, 10, 1221, 116
474, 10, 982, 235
475, 10, 1221, 235
476, 10, 1829, 162
477, 10, 1919, 162
478, 10, 1829, 276
479, 10, 1919, 276
480, 10, 1599, 593
481, 10, 1919, 593
482, 10, 1599, 1013
483, 10, 1919, 1013
484, 10, 497, 421
485, 10, 796, 421
486, 10, 497, 628
487, 10, 796, 628
488, 10, 1313, 113
489, 10, 1350, 113
490, 10, 1313, 177
491, 10, 1350, 177
492, 10, 1829, 614
493, 10, 1912, 614
494, 10, 1829, 822
495, 10, 1912, 822
496, 10, 1806, 866
497, 10, 1905, 866
498, 10, 1806, 1051
499, 10, 1905, 1051
500, 10, 1441, 29
501, 10, 1472, 29
502, 10, 1441, 86
503, 10, 1472, 86
504, 10, 207, 587
505, 10, 474, 587
506, 10, 207, 888
507, 10, 474, 888
508, 11, 1328, 88
509, 11, 1357, 88
510, 11, 1328, 159
511, 11, 1357, 159
512, 11, 248, 185
513, 11, 322, 185
514, 11, 248, 236
515, 11, 322, 236
516, 11, 326, 156
517, 11, 443, 156
518, 11, 326, 221
519, 11, 443, 221
520, 11, 1734, 6
521, 11, 1851, 6
522, 11, 1734, 95
523, 11, 1851, 95
524, 11, 403, 28
525, 11, 593, 28
526, 11, 403, 181
527, 11, 593, 181
528, 11, 1002, 122
529, 11, 1226, 122
530, 11, 1002, 243
531, 11, 1226, 243
532, 11, 1829, 163
533, 11, 1919, 163
534, 11, 1829, 276
535, 11, 1919, 276
536, 11, 488, 407
537, 11, 818, 407
538, 11, 488, 623
539, 11, 818, 623
540, 11, 207, 591
541, 11, 476, 591
542, 11, 207, 890
543, 11, 476, 890
544, 11, 1598, 592
545, 11, 1919, 592
546, 11, 1598, 1015
547, 11, 1919, 1015
548, 11, 1829, 613
549, 11, 1912, 613
550, 11, 1829, 821
551, 11, 1912, 821
552, 11, 1805, 865
553, 11, 1904, 865
554, 11, 1805, 1050
555, 11, 1904, 1050
556, 11, 1441, 28
557, 11, 1472, 28
558, 11, 1441, 85
559, 11, 1472, 85
560, 12, 1329, 87
561, 12, 1358, 87
562, 12, 1329, 154
563, 12, 1358, 154
564, 12, 249, 185
565, 12, 323, 185
566, 12, 249, 236
567, 12, 323, 236
568, 12, 326, 155
569, 12, 443, 155
570, 12, 326, 221
571, 12, 443, 221
572, 12, 1735, 6
573, 12, 1851, 6
574, 12, 1735, 96
575, 12, 1851, 96
576, 12, 403, 28
577, 12, 592, 28
578, 12, 403, 181
579, 12, 592, 181
580, 12, 1003, 124
581, 12, 1234, 124
582, 12, 1003, 244
583, 12, 1234, 244
584, 12, 507, 402
585, 12, 839, 402
586, 12, 507, 614
587, 12, 839, 614
588, 12, 206, 591
589, 12, 477, 591
590, 12, 206, 890
591, 12, 477, 890
592, 12, 1596, 590
593, 12, 1919, 590
594, 12, 1596, 1018
595, 12, 1919, 1018
596, 12, 1829, 612
597, 12, 1912, 612
598, 12, 1829, 820
599, 12, 1912, 820
600, 12, 1804, 864
601, 12, 1903, 864
602, 12, 1804, 1049
603, 12, 1903, 1049
604, 12, 1441, 27
605, 12, 1472, 27
606, 12, 1441, 84
607, 12, 1472, 84
608, 12, 1829, 163
609, 12, 1919, 163
610, 12, 1829, 276
611, 12, 1919, 276
612, 13, 1332, 85
613, 13, 1361, 85
614, 13, 1332, 149
615, 13, 1361, 149
616, 13, 249, 185
617, 13, 324, 185
618, 13, 249, 236
619, 13, 324, 236
620, 13, 326, 155
621, 13, 442, 155
622, 13, 326, 221
623, 13, 442, 221
624, 13, 1735, 6
625, 13, 1852, 6
626, 13, 1735, 96
627, 13, 1852, 96
628, 13, 403, 28
629, 13, 592, 28
630, 13, 403, 181
631, 13, 592, 181
